697454736	1	
697454736	3	
697454736	6	
697454736	8	
697454736	10	Straw_Man
697454736	12	
697454736	13	
697454736	15	
697454736	17	Appeal_to_Authority
697454736	19	
697454736	21	
697454736	23	
697454736	25	
697454736	27	Doubt
697454736	29	
697454736	31	
697454736	33	Appeal_to_Fear-Prejudice
697454736	35	
697454736	37	Conversation_Killer
697454736	39	
697454736	41	
697454736	43	Appeal_to_Hypocrisy,Loaded_Language
697454736	45	Loaded_Language
697454736	47	
697454736	49	
697454736	51	
697454736	53	Straw_Man
697454736	55	Appeal_to_Authority
697454736	57	False_Dilemma-No_Choice,Name_Calling-Labeling
697454736	59	
697454736	61	
697454736	63	
697454736	65	Loaded_Language
697454736	67	Loaded_Language
697454736	69	Doubt
697454736	71	
