755459860	1	
755459860	3	Appeal_to_Fear-Prejudice,Flag_Waving
755459860	4	Loaded_Language,Repetition
755459860	5	Loaded_Language
755459860	6	
755459860	7	
755459860	8	
755459860	9	
755459860	10	
755459860	11	
755459860	12	
755459860	13	
755459860	14	
755459860	15	
755459860	16	
755459860	17	
755459860	18	False_Dilemma-No_Choice
755459860	19	
755459860	20	
755459860	21	
755459860	22	
755459860	23	
755459860	24	
755459860	25	Flag_Waving
755459860	26	
755459860	27	
755459860	28	
755459860	29	Loaded_Language
755459860	30	Appeal_to_Authority
755459860	31	Appeal_to_Authority,Name_Calling-Labeling
755459860	32	
755459860	33	
755459860	34	False_Dilemma-No_Choice
755459860	35	
755459860	36	
755459860	37	
755459860	38	
