700461600	1	
700461600	3	
700461600	4	
700461600	5	
700461600	6	Exaggeration-Minimisation
700461600	7	
700461600	8	
700461600	9	
700461600	10	
700461600	11	Doubt
700461600	12	
700461600	13	
700461600	14	
700461600	15	Doubt
700461600	16	Appeal_to_Fear-Prejudice,False_Dilemma-No_Choice
700461600	17	
700461600	18	Flag_Waving
700461600	19	Doubt
700461600	20	
700461600	21	Appeal_to_Fear-Prejudice,False_Dilemma-No_Choice
700461600	22	
700461600	23	
700461600	24	Name_Calling-Labeling
700461600	25	
700461600	26	
700461600	27	
700461600	28	Flag_Waving
700461600	29	
700461600	30	Appeal_to_Fear-Prejudice
700461600	31	Name_Calling-Labeling
700461600	32	Guilt_by_Association
700461600	33	
700461600	34	
700461600	35	
700461600	36	
