793534424	1	Name_Calling-Labeling
793534424	3	Loaded_Language
793534424	4	Loaded_Language
793534424	5	Loaded_Language
793534424	6	
793534424	7	
793534424	8	
793534424	9	
793534424	10	
793534424	11	Loaded_Language,Name_Calling-Labeling
793534424	12	Loaded_Language
793534424	13	Name_Calling-Labeling
793534424	14	
793534424	15	Loaded_Language
793534424	16	
793534424	17	
793534424	18	
793534424	19	
793534424	20	
793534424	21	
793534424	22	
793534424	23	
793534424	24	
793534424	25	
793534424	26	
793534424	27	
793534424	28	
793534424	29	
793534424	30	Exaggeration-Minimisation
793534424	31	
793534424	32	Loaded_Language
793534424	33	
