705409419	1	
705409419	3	Loaded_Language
705409419	4	Loaded_Language
705409419	7	Loaded_Language
705409419	8	
705409419	9	Doubt
705409419	10	Name_Calling-Labeling
705409419	11	
705409419	12	
705409419	13	
705409419	14	
705409419	15	
705409419	16	
705409419	17	
705409419	18	
705409419	19	
705409419	20	Causal_Oversimplification,Loaded_Language
705409419	21	
705409419	23	
705409419	25	
705409419	27	Loaded_Language
705409419	28	
705409419	29	
705409419	30	
705409419	32	
705409419	34	
705409419	35	
705409419	36	
