776126299	1	
776126299	3	
776126299	4	
776126299	5	
776126299	6	
776126299	7	
776126299	8	
776126299	9	
776126299	10	
776126299	11	
776126299	12	
776126299	13	Doubt
776126299	14	Loaded_Language
776126299	15	Exaggeration-Minimisation,Loaded_Language
776126299	16	
776126299	17	
776126299	18	
776126299	19	
776126299	20	
776126299	21	
776126299	22	
776126299	23	
776126299	24	
776126299	25	
776126299	26	
776126299	27	
776126299	28	
776126299	29	Flag_Waving,Name_Calling-Labeling,Straw_Man
776126299	30	
776126299	31	
776126299	32	Doubt,Loaded_Language
776126299	33	
