999001188	1	Loaded_Language
999001188	3	Loaded_Language
999001188	4	
999001188	5	
999001188	6	Loaded_Language,Name_Calling-Labeling
999001188	7	
999001188	8	
999001188	9	
999001188	10	Slogans
999001188	11	
999001188	12	
999001188	13	
999001188	14	
999001188	15	
999001188	16	Exaggeration-Minimisation
999001188	17	Loaded_Language
999001188	18	
999001188	19	
999001188	20	
999001188	21	
999001188	22	
999001188	23	Conversation_Killer
999001188	24	
999001188	25	
999001188	26	
999001188	27	
999001188	28	
999001188	29	
999001188	30	
