774904810	1	
774904810	3	Exaggeration-Minimisation,Loaded_Language
774904810	4	
774904810	5	Exaggeration-Minimisation
774904810	6	
774904810	7	
774904810	8	
774904810	9	
774904810	10	
774904810	11	
774904810	12	
774904810	13	
774904810	14	
774904810	15	Name_Calling-Labeling
774904810	16	
774904810	17	Exaggeration-Minimisation,Flag_Waving
774904810	18	Loaded_Language
774904810	19	
774904810	20	
774904810	21	
774904810	22	
774904810	23	
774904810	24	
774904810	25	Loaded_Language
774904810	26	
774904810	27	
774904810	28	
774904810	29	
