696264594	1	
696264594	3	
696264594	4	Loaded_Language,Name_Calling-Labeling
696264594	5	
696264594	6	
696264594	7	Appeal_to_Popularity
696264594	8	Loaded_Language,Name_Calling-Labeling
696264594	9	
696264594	10	
696264594	11	
696264594	12	
696264594	13	
696264594	14	
696264594	15	
696264594	16	
696264594	17	Repetition
696264594	18	Flag_Waving
696264594	19	
696264594	20	
696264594	21	
696264594	22	
696264594	23	
696264594	24	
696264594	25	
696264594	26	
696264594	27	
696264594	28	Loaded_Language
696264594	29	
696264594	30	Loaded_Language
696264594	31	
696264594	32	Loaded_Language
696264594	33	
696264594	34	Conversation_Killer
696264594	35	Appeal_to_Fear-Prejudice,False_Dilemma-No_Choice
696264594	36	
696264594	37	
696264594	38	
696264594	39	
696264594	40	
696264594	41	
696264594	42	
