762147609	1	
762147609	3	
762147609	4	
762147609	5	Flag_Waving,Name_Calling-Labeling
762147609	6	
762147609	7	
762147609	8	
762147609	9	
762147609	10	
762147609	11	
762147609	12	Exaggeration-Minimisation
762147609	13	
762147609	14	Name_Calling-Labeling
762147609	15	Appeal_to_Fear-Prejudice
762147609	16	
762147609	17	
762147609	18	Repetition
762147609	19	
762147609	20	Loaded_Language
762147609	21	Appeal_to_Fear-Prejudice,Repetition
762147609	22	Loaded_Language
762147609	23	
762147609	24	
762147609	25	
762147609	26	
762147609	27	
762147609	28	
762147609	29	
762147609	30	
762147609	31	
762147609	32	
762147609	33	
762147609	34	
762147609	35	
762147609	36	
762147609	37	
762147609	38	Flag_Waving
762147609	39	
762147609	40	
