761969038	1	
761969038	3	Loaded_Language
761969038	4	Loaded_Language
761969038	5	
761969038	6	
761969038	7	
761969038	8	
761969038	9	
761969038	10	
761969038	11	
761969038	12	
761969038	13	Loaded_Language
761969038	14	Causal_Oversimplification
761969038	15	
761969038	16	
761969038	17	
761969038	18	
761969038	19	
761969038	20	Loaded_Language
761969038	21	Loaded_Language
761969038	22	Loaded_Language
761969038	23	Repetition
761969038	24	Loaded_Language
761969038	25	
761969038	26	
761969038	27	
761969038	28	
761969038	29	Conversation_Killer
761969038	30	Doubt
