794344513	1	
794344513	3	Exaggeration-Minimisation,Loaded_Language,Name_Calling-Labeling
794344513	4	
794344513	5	
794344513	6	
794344513	7	
794344513	8	
794344513	9	
794344513	10	Loaded_Language,Name_Calling-Labeling
794344513	11	
794344513	12	
794344513	13	
794344513	14	
794344513	15	
794344513	16	Name_Calling-Labeling
794344513	17	
794344513	18	Loaded_Language
794344513	19	
794344513	20	
794344513	21	
794344513	22	Name_Calling-Labeling
794344513	23	
794344513	24	
794344513	25	
794344513	26	Exaggeration-Minimisation,Loaded_Language
794344513	27	
794344513	28	
794344513	29	Loaded_Language
794344513	30	
794344513	31	Slogans
794344513	32	Name_Calling-Labeling
794344513	33	
794344513	34	
794344513	35	
794344513	36	
794344513	37	
794344513	38	
