732708002	1	
732708002	3	
732708002	4	
732708002	5	
732708002	6	
732708002	7	
732708002	8	
732708002	9	
732708002	10	
732708002	11	
732708002	12	
732708002	13	
732708002	14	
732708002	15	
732708002	16	
732708002	17	
732708002	18	Name_Calling-Labeling
732708002	19	
732708002	20	
732708002	21	Loaded_Language,Repetition
732708002	22	
732708002	23	
732708002	24	Loaded_Language,Name_Calling-Labeling
732708002	25	
732708002	26	
732708002	27	
732708002	28	
732708002	29	
732708002	30	Loaded_Language,Name_Calling-Labeling
732708002	31	Doubt
732708002	32	
732708002	33	
732708002	34	
732708002	35	
732708002	36	
732708002	37	
732708002	38	
732708002	39	
